年份,月份,區域別總計,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
98,8,11824,1409,1217,740,1096,1058,1936,235,225,319,735,330,485,412,586,187,280,63,199,159,118,29,6
98,9,11610,1469,1234,744,1043,1106,1486,256,230,353,701,306,548,414,591,191,265,77,206,173,176,38,3
98,10,11476,1444,1174,775,1075,1007,1486,254,276,337,702,341,515,422,615,200,236,53,206,182,134,36,6
98,11,11450,1404,1147,816,1141,1081,1427,283,252,339,703,327,509,371,606,184,246,49,218,172,136,36,3
98,12,12710,1600,1329,841,1226,1185,1538,307,280,378,772,371,585,421,689,219,263,61,231,200,164,45,5
99,1,12496,1588,1334,897,1273,1095,1472,282,279,360,810,370,612,429,645,195,229,55,204,190,140,32,5
99,2,11150,1368,1193,797,1092,1023,1346,272,277,352,656,356,464,403,549,175,232,74,195,176,120,28,2
99,3,13943,1791,1454,957,1346,1261,1687,320,339,452,879,425,587,430,707,221,293,81,254,229,166,56,8
99,4,12125,1510,1338,857,1253,1018,1432,311,270,357,763,348,530,420,618,204,254,81,211,174,133,41,2
99,5,11379,1455,1204,813,1127,1006,1373,246,278,364,726,343,459,387,550,180,260,56,214,176,123,33,6
99,6,11714,1542,1265,806,1160,1050,1429,270,289,299,715,320,490,381,591,185,260,69,227,168,155,40,3
99,7,12259,1531,1334,870,1216,1116,1528,256,251,362,774,359,531,415,618,200,230,71,233,180,153,27,4
99,8,12184,1539,1236,816,1169,1170,1607,271,281,333,711,329,540,378,663,166,279,88,229,171,159,45,4
99,9,11722,1435,1206,753,1132,1095,1517,284,277,369,692,387,484,399,625,170,244,63,203,187,154,42,4
99,10,11469,1472,1196,767,1105,1048,1461,262,249,335,691,321,500,392,578,195,255,75,211,154,152,45,5
99,11,12444,1576,1326,905,1199,1139,1506,295,303,347,737,335,532,477,624,182,272,67,243,179,153,44,3
99,12,12887,1597,1312,945,1268,1185,1643,299,290,372,780,361,550,459,642,203,291,68,241,196,135,48,2
100,1,14313,1824,1531,1037,1395,1325,1750,311,347,446,877,424,587,439,731,199,284,93,251,226,188,47,1
100,2,12783,1656,1385,962,1298,1202,1527,294,306,403,754,388,483,416,590,213,247,72,202,179,145,59,2
100,3,16007,2121,1724,1223,1519,1413,1878,376,369,502,946,480,659,562,777,212,313,100,319,262,181,67,4
100,4,13306,1747,1431,988,1343,1162,1576,304,344,410,795,374,588,421,655,220,247,87,231,205,129,42,7
100,5,12905,1684,1294,911,1251,1108,1645,306,285,395,815,388,565,417,642,213,297,66,233,202,148,37,3
100,6,12098,1496,1276,845,1188,1121,1564,268,256,368,753,360,503,402,624,167,244,81,211,189,133,47,2
100,7,11141,1386,1200,738,1085,1058,1391,235,216,343,666,370,441,386,569,180,235,57,203,180,141,53,8
100,8,12287,1621,1273,855,1138,1076,1555,275,282,323,740,366,574,405,651,213,263,65,228,196,146,39,3
100,9,11660,1503,1176,760,1112,1099,1464,286,262,339,751,348,483,390,641,187,261,72,186,151,139,46,4
100,10,11581,1538,1156,837,1129,1053,1469,267,241,320,729,333,504,367,633,167,230,74,200,159,122,45,8
100,11,12109,1562,1245,821,1195,1114,1469,280,282,328,742,367,536,390,684,169,247,76,240,191,126,39,6
100,12,12725,1636,1297,901,1262,1210,1557,288,268,348,781,380,555,450,676,189,269,67,221,199,141,29,1
101,1,12991,1639,1419,904,1276,1226,1576,301,301,410,765,360,587,416,654,197,263,77,222,200,142,54,2
101,2,14318,1852,1535,1079,1449,1282,1756,310,302,455,875,401,655,486,661,220,277,83,226,217,146,49,2
101,3,14487,1911,1573,1109,1410,1241,1720,287,309,456,933,437,623,475,676,209,289,83,273,248,163,57,5
101,4,12919,1738,1387,952,1283,1158,1604,287,304,369,799,346,521,436,622,210,260,70,212,209,111,35,6
101,5,13120,1662,1362,980,1267,1148,1643,297,305,389,804,431,592,432,665,196,250,79,230,193,142,49,4
101,6,11719,1519,1291,813,1120,1017,1421,250,272,341,721,381,506,384,618,171,265,59,198,183,148,40,1
101,7,13576,1858,1476,962,1335,1266,1634,312,277,347,843,396,569,429,674,206,265,69,240,202,153,59,4
101,8,12726,1683,1375,873,1241,1174,1589,272,291,373,753,368,507,412,678,210,255,62,233,177,152,44,4
101,9,11359,1483,1185,788,1054,983,1519,239,222,331,740,344,496,381,601,171,242,50,179,179,134,35,3
101,10,13107,1710,1424,894,1272,1196,1618,322,299,379,769,372,539,447,671,229,286,66,228,194,134,55,3
101,11,12086,1609,1274,807,1156,1085,1480,291,241,370,711,346,568,362,635,197,281,66,234,170,155,45,3
101,12,11843,1616,1278,816,1154,1095,1385,308,267,312,657,360,517,427,572,209,234,64,206,195,120,49,2
102,1,15352,2029,1584,1030,1492,1451,1876,333,329,490,962,475,662,519,750,220,311,68,266,281,168,53,3
102,2,11838,1541,1258,817,1124,1113,1488,258,286,335,724,339,506,380,564,187,222,68,225,208,153,40,2
102,3,13708,1959,1493,1012,1286,1188,1604,285,327,453,803,407,590,430,667,198,263,80,232,208,169,49,5
102,4,13176,1767,1405,969,1276,1185,1528,292,275,430,782,376,582,450,659,192,289,52,241,229,136,55,6
102,5,12973,1777,1366,895,1217,1161,1548,282,316,380,768,393,590,433,676,210,264,62,241,185,156,45,8
102,6,11499,1501,1211,774,1176,1032,1459,264,270,347,635,339,458,379,580,176,252,56,199,199,148,39,5
102,7,13618,1725,1368,964,1333,1258,1701,366,290,418,825,378,631,432,661,197,296,65,255,234,169,41,11
102,8,12063,1617,1225,849,1273,978,1517,273,309,326,706,346,544,382,583,183,258,89,225,216,126,30,8
102,9,12365,1599,1313,864,1160,1130,1588,264,253,349,757,385,561,437,575,202,246,62,230,197,146,40,7
102,10,13253,1835,1356,926,1307,1200,1709,299,280,383,748,408,562,430,629,211,282,65,243,170,155,53,2
102,11,12218,1602,1320,867,1165,1067,1537,286,275,382,745,353,490,397,610,191,266,62,205,199,144,50,5
102,12,13845,1794,1480,1005,1329,1258,1722,329,305,377,843,418,649,458,650,190,275,57,268,207,181,49,1
103,1,13935,1910,1436,1004,1339,1259,1722,353,322,407,824,441,559,474,673,213,281,71,235,193,167,45,7
103,2,15349,2031,1626,1126,1476,1403,1817,368,333,472,864,448,701,544,736,230,311,88,261,250,193,62,9
103,3,15465,2104,1699,1173,1468,1263,1836,346,394,515,939,448,662,519,730,221,306,73,295,235,176,58,5
103,4,14114,1977,1536,1004,1362,1186,1685,298,319,440,837,394,634,511,695,230,261,71,217,230,169,53,5
103,5,13187,1765,1397,986,1282,1197,1640,299,304,362,741,411,566,447,647,167,249,79,241,198,141,59,9
103,6,12664,1660,1286,885,1267,1096,1584,274,276,350,774,368,590,471,595,176,263,67,257,199,166,55,5
103,7,14090,1795,1392,1041,1388,1316,1713,325,287,383,893,409,645,498,722,193,287,100,260,223,159,55,6
103,8,12397,1704,1322,877,1215,1037,1618,279,261,386,724,342,527,387,626,194,242,79,197,186,138,54,2
103,9,13421,1774,1347,965,1301,1210,1716,324,294,394,823,375,560,442,654,208,299,84,246,209,149,45,2
103,10,13236,1756,1392,929,1294,1187,1637,301,263,384,839,393,569,427,660,219,290,75,209,205,159,44,4
103,11,11462,1533,1196,797,1112,974,1450,265,266,309,685,310,458,390,628,211,224,63,209,184,149,46,3
103,12,14609,1926,1548,1067,1464,1262,1864,343,320,432,821,407,644,481,733,239,309,61,240,229,154,59,6
104,1,14310,1976,1454,1036,1362,1271,1725,327,319,456,862,403,593,489,708,215,318,76,232,219,198,64,7
104,2,12122,1644,1278,817,1190,998,1533,305,270,370,786,349,557,415,588,174,223,59,205,175,128,55,3
104,3,16092,2250,1745,1170,1556,1318,1968,335,372,475,965,469,639,558,789,229,310,88,289,271,208,81,7
104,4,14002,1972,1514,1010,1356,1113,1658,337,330,419,840,419,590,440,702,238,264,92,272,212,167,55,2
104,5,12802,1799,1310,952,1228,1074,1569,306,255,383,789,408,523,428,599,181,257,71,244,191,169,63,3
104,6,13712,1815,1377,946,1323,1206,1811,259,300,403,852,389,559,493,716,220,267,72,232,220,182,67,3
104,7,14475,1959,1521,1030,1478,1227,1825,319,281,376,921,403,651,458,682,212,306,95,270,215,176,68,2
104,8,12586,1638,1322,821,1272,1127,1571,265,265,344,802,392,536,429,678,185,269,67,191,191,164,53,4
104,9,12527,1637,1286,866,1248,1216,1605,288,276,348,696,395,494,432,639,159,243,77,193,217,146,61,5
104,10,13794,1817,1494,990,1312,1251,1734,340,270,389,915,402,571,431,650,205,256,65,228,229,167,72,6
104,11,13010,1775,1358,945,1288,1140,1670,314,266,391,742,362,564,401,657,177,246,65,236,209,147,54,3
104,12,14426,1893,1447,1017,1457,1390,1839,338,315,393,869,394,589,449,706,226,317,92,237,220,172,57,9
105,1,14292,1973,1448,1006,1451,1257,1752,328,307,451,831,397,601,471,767,205,270,86,238,217,174,57,5
105,2,15441,2093,1608,1124,1513,1438,1894,333,347,458,937,483,623,512,728,207,305,78,263,265,168,56,8
105,3,18918,2531,1995,1523,1879,1608,2280,375,451,564,1159,572,745,594,865,287,387,122,360,282,240,94,5
105,4,14520,2031,1540,1099,1377,1237,1722,359,325,468,900,409,599,469,703,194,270,75,252,242,172,72,5
105,5,14238,1947,1557,1043,1320,1279,1714,296,306,420,910,400,562,510,696,216,266,78,244,237,171,60,6
105,6,13445,1823,1396,908,1340,1182,1709,278,283,400,780,376,562,451,713,210,270,82,221,207,185,66,3
105,7,13021,1672,1297,948,1276,1137,1708,286,281,373,795,375,583,432,710,226,265,69,215,177,142,52,2
105,8,14195,1850,1538,1005,1461,1273,1766,321,325,421,859,386,582,470,699,208,283,64,228,210,170,71,5
105,9,12829,1700,1332,905,1255,1097,1661,304,262,399,785,378,528,409,669,198,250,78,220,201,136,58,4
105,10,13676,1813,1382,1018,1336,1230,1753,311,296,362,822,369,607,463,656,210,278,86,241,217,165,55,6
105,11,13663,1921,1419,1020,1332,1212,1668,283,308,384,799,367,610,475,654,198,288,78,217,211,171,45,3
105,12,14167,1902,1470,1038,1381,1284,1738,313,306,389,807,439,630,478,684,223,281,78,241,249,171,62,3
106,1,12835,1716,1331,914,1248,1125,1587,351,264,357,827,344,580,459,616,183,244,68,201,197,159,61,3
106,2,14865,2035,1537,1090,1419,1286,1846,347,302,425,948,439,649,445,755,204,290,69,284,231,185,76,3
106,3,17391,2353,1834,1370,1658,1469,2160,390,390,553,1092,501,721,563,828,224,331,83,307,285,192,83,4
106,4,13110,1963,1322,970,1276,1030,1568,317,302,400,833,337,540,387,689,204,260,54,231,220,141,59,7
106,5,13914,1891,1398,994,1381,1274,1662,332,295,434,859,405,596,471,705,184,269,60,228,243,169,56,8
106,6,14453,1988,1451,1081,1426,1340,1798,343,284,379,855,424,637,465,719,192,287,77,246,227,164,63,7
106,7,14479,1998,1483,1068,1453,1215,1832,356,303,415,858,414,638,445,669,231,293,91,265,211,165,69,7
106,8,15580,2194,1563,1088,1600,1426,2038,345,319,435,922,419,644,457,817,221,279,81,246,242,175,65,4
106,9,13436,1794,1393,966,1363,1251,1735,281,251,374,792,365,585,460,713,182,268,63,232,168,139,58,3
106,10,13710,1792,1358,1062,1364,1172,1780,297,309,366,859,394,614,469,718,174,246,68,228,205,164,65,6
106,11,13632,1880,1352,1026,1302,1203,1680,315,323,416,777,426,566,461,744,194,249,58,225,214,162,54,5
106,12,13837,1921,1445,991,1414,1205,1682,333,299,417,839,422,554,459,640,186,274,75,221,218,176,59,7
107,1,16761,2364,1770,1248,1600,1454,2074,405,369,509,998,479,731,515,812,209,339,94,293,222,202,68,6
107,2,14493,2021,1445,1011,1466,1265,1724,328,320,435,943,388,659,500,711,195,307,78,252,216,156,65,8
107,3,17200,2418,1888,1294,1670,1518,2084,390,389,483,1061,475,715,543,742,219,319,79,314,296,213,84,6
107,4,13988,1914,1418,1038,1399,1216,1727,309,308,403,890,404,570,449,690,174,299,78,246,228,175,48,5
107,5,14328,2073,1492,1087,1361,1258,1777,325,300,397,835,384,630,460,696,190,303,68,240,213,175,63,1
107,6,13043,1776,1347,927,1348,1131,1675,284,254,352,788,395,542,411,643,185,253,68,228,204,179,50,3
107,7,14372,1903,1513,1067,1427,1244,1825,323,299,409,896,427,586,492,675,205,304,66,242,228,158,78,5
107,8,14162,1920,1466,1094,1416,1235,1718,315,308,419,882,410,634,452,676,177,286,89,238,212,154,60,1
107,9,12886,1727,1302,943,1264,1204,1682,312,255,364,729,355,543,406,645,186,258,68,221,178,178,59,7
107,10,14922,2056,1527,1095,1523,1362,1918,332,313,427,889,386,585,480,698,209,314,83,268,228,172,51,6
107,11,13680,1943,1421,1013,1356,1190,1679,294,304,419,814,398,512,436,647,189,272,76,247,217,190,56,7
107,12,12949,1814,1313,1021,1260,1118,1613,286,308,378,786,337,557,393,610,167,262,62,242,200,150,63,9
108,1,16622,2304,1773,1228,1636,1436,2029,416,345,473,1070,460,686,557,772,222,319,91,300,268,159,75,3
108,2,13352,1870,1367,972,1368,1169,1668,317,309,376,790,348,569,391,637,190,247,77,222,243,153,64,5
108,3,15171,2133,1626,1155,1511,1262,1885,341,332,407,900,437,602,508,713,228,281,81,279,238,166,79,7
108,4,14996,2115,1594,1151,1427,1349,1833,301,351,427,893,430,607,487,695,230,276,98,262,216,175,76,3
108,5,14655,2040,1537,1094,1529,1291,1756,333,311,408,880,445,621,428,703,207,272,93,241,242,148,71,5
108,6,13302,1965,1304,1019,1364,1163,1608,295,294,395,800,402,501,404,608,169,232,72,265,209,169,58,6
108,7,15854,2281,1581,1127,1613,1404,2013,338,324,467,909,427,685,504,766,197,301,80,286,280,207,60,4
108,8,13983,2019,1379,1065,1376,1228,1714,337,275,408,888,338,578,449,697,189,258,59,276,208,169,65,8
108,9,13866,1861,1261,979,1491,1292,1869,312,279,409,788,380,606,457,695,189,254,72,210,207,190,62,3
108,10,15350,2280,1618,1211,1488,1311,1845,325,327,464,876,435,608,496,716,215,299,83,279,221,171,72,10
108,11,13739,2014,1407,1052,1368,1231,1715,311,288,382,831,384,512,409,665,182,258,58,265,210,145,48,4
108,12,15406,2190,1579,1145,1546,1334,1886,365,344,449,951,432,642,478,726,203,283,80,263,247,197,66,0
109,1,14673,2068,1479,1148,1507,1314,1845,336,340,393,854,372,586,493,685,173,291,93,236,214,176,64,6
109,2,16211,2259,1611,1235,1590,1501,2051,337,385,463,969,467,648,518,756,218,292,84,292,259,188,83,5
109,3,16083,2256,1601,1227,1663,1365,2038,355,367,519,976,446,640,457,774,220,288,74,301,243,194,68,11
109,4,14423,1987,1493,1177,1481,1248,1706,300,335,425,854,391,640,436,708,202,264,78,243,206,170,73,6
109,5,13272,1841,1377,985,1312,1120,1677,276,296,368,843,354,568,442,643,160,235,76,240,212,175,66,6
109,6,13893,1992,1382,1068,1339,1256,1754,325,326,379,814,377,563,432,705,179,266,88,246,171,173,53,5
109,7,14533,2042,1408,1106,1497,1291,1819,343,293,445,890,390,578,450,692,220,255,82,269,216,192,50,5
109,8,13301,1892,1250,977,1367,1208,1730,329,268,384,807,341,558,412,651,174,233,67,228,216,140,63,6
109,9,13876,1984,1367,1024,1388,1212,1784,315,301,379,838,412,594,426,649,197,270,81,222,212,152,62,7
109,10,13542,1922,1375,1027,1375,1211,1629,295,299,375,805,380,573,442,681,169,263,69,224,219,148,56,5
109,11,14141,2060,1351,1075,1410,1288,1832,297,303,424,791,383,549,445,678,198,271,80,239,205,192,66,4
109,12,15208,2197,1518,1131,1577,1313,1847,378,284,456,951,424,587,473,774,196,244,85,275,230,198,65,5
110,1,16332,2376,1630,1210,1635,1489,2114,362,341,496,968,452,627,505,786,207,294,106,273,224,177,56,4
110,2,14856,2105,1461,1174,1480,1295,1806,338,343,438,877,418,644,473,744,201,291,71,255,218,170,49,5
110,3,16438,2333,1704,1307,1605,1407,2047,396,345,496,963,458,642,515,795,219,301,83,290,271,188,65,8
110,4,14276,2083,1432,1100,1482,1229,1739,346,311,410,831,412,551,481,685,179,219,79,264,191,182,62,8
110,5,15108,2189,1483,1113,1604,1316,1943,328,326,429,894,422,631,445,695,216,260,87,251,238,167,65,6
110,6,16639,2687,1899,1283,1579,1321,2004,360,362,475,981,452,653,497,737,196,281,88,294,230,198,59,3
110,7,15523,2447,1746,1159,1541,1251,1882,352,347,432,914,434,604,487,692,199,265,71,273,199,152,74,2
110,8,14952,2272,1464,1056,1492,1343,1870,349,334,455,902,392,595,479,658,223,289,65,249,222,168,69,6
110,9,13894,2001,1355,1057,1463,1243,1771,296,279,422,803,365,556,455,638,147,225,81,258,238,164,66,11
110,10,14415,2015,1359,1147,1494,1257,1842,318,302,430,884,403,578,461,679,177,241,88,278,236,156,64,6
110,11,15560,2214,1536,1286,1529,1379,1972,345,334,456,945,438,624,481,685,235,247,91,279,233,186,59,6
110,12,15739,2342,1554,1266,1542,1389,1936,349,336,417,887,461,631,493,783,207,316,81,281,240,165,59,4
111,1,15954,2370,1645,1250,1556,1403,1965,345,335,444,961,409,702,501,733,177,297,84,305,222,180,67,3
111,2,14887,2137,1422,1224,1500,1318,1850,332,334,431,885,408,593,478,701,203,263,82,280,222,149,70,5
111,3,18239,2586,1835,1435,1807,1590,2222,392,412,524,1183,492,781,557,839,226,323,97,319,286,239,88,6
111,4,14655,2211,1418,1154,1460,1252,1783,324,333,450,869,432,627,430,656,199,254,75,261,227,169,65,6
111,5,17409,2823,1797,1359,1697,1448,2051,406,356,501,985,459,716,502,808,249,326,88,346,233,176,75,8
111,6,21033,3149,2149,1609,2083,1759,2614,460,452,600,1211,642,828,659,1029,287,364,105,385,327,224,93,4
111,7,18215,2504,1694,1272,1806,1723,2356,389,405,533,1205,534,773,594,901,213,298,93,326,279,225,82,10
111,8,17830,2602,1784,1304,1809,1542,2198,378,421,526,1054,539,719,590,816,258,344,90,311,270,191,79,5
111,9,16505,2348,1713,1244,1662,1424,2024,364,348,496,1013,469,690,518,753,221,315,90,306,238,192,70,7
111,10,17099,2541,1716,1256,1781,1480,2068,390,361,483,1063,492,698,570,784,200,306,79,308,244,202,71,6
111,11,17719,2675,1843,1348,1761,1513,2159,435,403,478,1047,503,722,523,817,208,298,85,340,261,217,70,13
111,12,17685,2587,1767,1336,1828,1456,2172,414,422,518,1091,458,730,562,821,228,343,101,311,254,210,70,6
112,1,17770,2639,1782,1370,1821,1485,2273,391,382,562,1033,517,706,563,802,196,320,85,318,255,193,71,6
112,2,18506,2772,1942,1519,1860,1585,2180,409,406,547,1107,496,709,585,837,240,312,84,320,279,220,92,5
112,3,20572,3020,2051,1669,2039,1763,2560,455,450,625,1269,567,795,655,898,261,360,98,378,313,230,109,7
112,4,15572,2322,1541,1261,1533,1334,1914,350,350,483,947,418,621,494,711,199,247,99,277,217,165,80,9
112,5,17530,2491,1740,1354,1793,1461,2140,391,403,534,1063,476,713,546,852,249,325,117,321,275,207,75,4
112,6,17415,2560,1737,1330,1722,1601,2205,413,378,495,1073,463,678,450,841,231,279,110,297,257,206,82,7
112,7,17992,2552,1786,1336,1812,1562,2216,375,397,499,1139,467,777,566,896,242,346,108,339,274,220,80,3
112,8,17139,2398,1650,1343,1808,1557,2117,379,381,490,981,480,696,536,808,230,317,119,314,271,181,78,5
112,9,14610,2121,1438,1109,1450,1266,1881,337,295,433,835,414,607,426,678,192,289,69,259,230,191,79,11
112,10,16594,2428,1547,1292,1706,1493,2161,330,376,473,1013,413,670,492,745,217,323,88,294,249,193,87,4
112,11,15965,2314,1576,1258,1570,1431,1983,365,338,441,945,430,621,503,748,207,329,92,304,238,192,74,6
112,12,15703,2341,1567,1262,1670,1390,1946,345,348,432,956,394,578,486,721,183,261,66,274,233,175,69,6
113,1,19464,3018,1884,1516,1971,1667,2349,422,412,550,1189,575,762,642,847,235,355,94,363,280,243,85,5
113,2,17462,2636,1685,1432,1768,1499,2158,399,406,494,1013,462,725,525,776,194,340,86,327,255,204,71,7
113,3,17566,2647,1792,1440,1759,1429,2100,374,403,533,987,468,707,535,823,226,314,71,366,309,192,83,8
113,4,16654,2468,1695,1334,1719,1345,2055,365,370,438,997,453,676,550,772,189,317,80,276,246,215,87,7
113,5,16416,2431,1670,1266,1654,1408,2087,382,336,465,958,425,705,530,728,213,297,87,282,248,162,76,6
113,6,14922,2219,1432,1223,1502,1276,1878,296,342,421,911,400,599,497,632,195,294,77,276,193,187,67,5
113,7,18702,2736,1760,1455,1965,1622,2343,437,414,556,1108,468,725,624,890,258,360,127,322,262,190,73,7
113,8,16830,2500,1623,1327,1639,1531,2130,364,380,462,956,438,674,514,860,217,282,113,281,220,221,91,7
113,9,15563,2221,1479,1219,1582,1433,2048,348,353,420,926,425,592,459,712,179,276,82,287,232,202,83,5
113,10,15451,2358,1532,1158,1594,1304,1963,332,301,443,887,408,635,496,742,210,257,64,285,209,205,64,4
